Malay K. Ganai	http://dblp.uni-trier.de/pers/hd/g/Ganai:Malay_K=
Rupak Majumdar	http://dblp.uni-trier.de/pers/hd/m/Majumdar:Rupak
Shinichi Honiden	http://dblp.uni-trier.de/pers/hd/h/Honiden:Shinichi
Lingming Zhang	http://dblp.uni-trier.de/pers/hd/z/Zhang:Lingming
Amani S. Ibrahim	http://dblp.uni-trier.de/pers/hd/i/Ibrahim:Amani_S=
George Edwards	http://dblp.uni-trier.de/pers/hd/e/Edwards:George
Andrzej Wasowski	http://dblp.uni-trier.de/pers/hd/w/Wasowski:Andrzej
Masami Hagiya	http://dblp.uni-trier.de/pers/hd/h/Hagiya:Masami
Josip Maras	http://dblp.uni-trier.de/pers/hd/m/Maras:Josip
Carsten Sinz	http://dblp.uni-trier.de/pers/hd/s/Sinz:Carsten
Tetsuo Tamai	http://dblp.uni-trier.de/pers/hd/t/Tamai:Tetsuo
Bassem Elkarablieh	http://dblp.uni-trier.de/pers/hd/e/Elkarablieh:Bassem
Joshua Garcia	http://dblp.uni-trier.de/pers/hd/g/Garcia:Joshua
Sunny Wong	http://dblp.uni-trier.de/pers/hd/w/Wong:Sunny
Nam H. Pham	http://dblp.uni-trier.de/pers/hd/p/Pham:Nam_H=
Samik Basu	http://dblp.uni-trier.de/pers/hd/b/Basu:Samik
Thomas E. Hart	http://dblp.uni-trier.de/pers/hd/h/Hart:Thomas_E=
Ferdian Thung	http://dblp.uni-trier.de/pers/hd/t/Thung:Ferdian
Kim Lauenroth	http://dblp.uni-trier.de/pers/hd/l/Lauenroth:Kim
Brian Robinson	http://dblp.uni-trier.de/pers/hd/r/Robinson:Brian
Sushil Krishna Bajracharya	http://dblp.uni-trier.de/pers/hd/b/Bajracharya:Sushil_Krishna
Ajitha Rajan	http://dblp.uni-trier.de/pers/hd/r/Rajan:Ajitha
Patrick O'Neil Meredith	http://dblp.uni-trier.de/pers/hd/m/Meredith:Patrick_O=Neil
Arjan J. C. van Gemund	http://dblp.uni-trier.de/pers/hd/g/Gemund:Arjan_J=_C=_van
Stefano Tonetta	http://dblp.uni-trier.de/pers/hd/t/Tonetta:Stefano
Shaowei Wang	http://dblp.uni-trier.de/pers/hd/w/Wang:Shaowei
Carl K. Chang	http://dblp.uni-trier.de/pers/hd/c/Chang:Carl_K=
Sheikh Iqbal Ahamed	http://dblp.uni-trier.de/pers/hd/a/Ahamed:Sheikh_Iqbal
Hongji Yang	http://dblp.uni-trier.de/pers/hd/y/Yang:Hongji
Kai-Yuan Cai	http://dblp.uni-trier.de/pers/hd/c/Cai:Kai=Yuan
Mohammad Zulkernine	http://dblp.uni-trier.de/pers/hd/z/Zulkernine:Mohammad
Atilla El&#231;i	http://dblp.uni-trier.de/pers/hd/e/El=ccedil=i:Atilla
Stephen S. Yau	http://dblp.uni-trier.de/pers/hd/y/Yau:Stephen_S=
Lin Liu	http://dblp.uni-trier.de/pers/hd/l/Liu_0001:Lin
Bruce M. McMillin	http://dblp.uni-trier.de/pers/hd/m/McMillin:Bruce_M=
Hong Zhu	http://dblp.uni-trier.de/pers/hd/z/Zhu:Hong
T. H. Tse	http://dblp.uni-trier.de/pers/hd/t/Tse:T=_H=
Fevzi Belli	http://dblp.uni-trier.de/pers/hd/b/Belli:Fevzi
Jun Wei	http://dblp.uni-trier.de/pers/hd/w/Wei:Jun
Gang Huang	http://dblp.uni-trier.de/pers/hd/h/Huang_0001:Gang
Qianxiang Wang	http://dblp.uni-trier.de/pers/hd/w/Wang:Qianxiang
Detlef Streitferdt	http://dblp.uni-trier.de/pers/hd/s/Streitferdt:Detlef
William C. Chu	http://dblp.uni-trier.de/pers/hd/c/Chu:William_C=
W. K. Chan	http://dblp.uni-trier.de/pers/hd/c/Chan:W=_K=
Rajesh Subramanyan	http://dblp.uni-trier.de/pers/hd/s/Subramanyan:Rajesh
Xiaodong Liu	http://dblp.uni-trier.de/pers/hd/l/Liu:Xiaodong
Wenbo Zhang	http://dblp.uni-trier.de/pers/hd/z/Zhang:Wenbo
Tiberiu Seceleanu	http://dblp.uni-trier.de/pers/hd/s/Seceleanu:Tiberiu
Xiaoying Bai	http://dblp.uni-trier.de/pers/hd/b/Bai:Xiaoying
Elisa Bertino	http://dblp.uni-trier.de/pers/hd/b/Bertino:Elisa
Cristina Cerschi Seceleanu	http://dblp.uni-trier.de/pers/hd/s/Seceleanu:Cristina_Cerschi
Baowen Xu	http://dblp.uni-trier.de/pers/hd/x/Xu:Baowen
Jo&#227;o W. Cangussu	http://dblp.uni-trier.de/pers/hd/c/Cangussu:Jo=atilde=o_W=
Xiaoqing Frank Liu	http://dblp.uni-trier.de/pers/hd/l/Liu:Xiaoqing_Frank
Yinong Chen	http://dblp.uni-trier.de/pers/hd/c/Chen:Yinong
Bixin Li	http://dblp.uni-trier.de/pers/hd/l/Li:Bixin
Zhi Jin	http://dblp.uni-trier.de/pers/hd/j/Jin:Zhi
Xiaoyu Song	http://dblp.uni-trier.de/pers/hd/s/Song:Xiaoyu
Hua Zhong	http://dblp.uni-trier.de/pers/hd/z/Zhong:Hua
Ming Gu	http://dblp.uni-trier.de/pers/hd/g/Gu:Ming
Dianxiang Xu	http://dblp.uni-trier.de/pers/hd/x/Xu:Dianxiang
Aditya P. Mathur	http://dblp.uni-trier.de/pers/hd/m/Mathur:Aditya_P=
Juha Savolainen	http://dblp.uni-trier.de/pers/hd/s/Savolainen:Juha
Eric S. K. Yu	http://dblp.uni-trier.de/pers/hd/y/Yu:Eric_S=_K=
Ruwei Dai	http://dblp.uni-trier.de/pers/hd/d/Dai:Ruwei
Sahra Sedigh	http://dblp.uni-trier.de/pers/hd/s/Sedigh:Sahra
Linpeng Huang	http://dblp.uni-trier.de/pers/hd/h/Huang:Linpeng
Katsunori Oyama	http://dblp.uni-trier.de/pers/hd/o/Oyama:Katsunori
Vladimir Getov	http://dblp.uni-trier.de/pers/hd/g/Getov:Vladimir
Rajiv Ramnath	http://dblp.uni-trier.de/pers/hd/r/Ramnath:Rajiv
Feng-Jian Wang	http://dblp.uni-trier.de/pers/hd/w/Wang:Feng=Jian
Yang Li	http://dblp.uni-trier.de/pers/hd/l/Li:Yang
Chin-Yu Huang	http://dblp.uni-trier.de/pers/hd/h/Huang:Chin=Yu
Hanpin Wang	http://dblp.uni-trier.de/pers/hd/w/Wang:Hanpin
Hsinyi Jiang	http://dblp.uni-trier.de/pers/hd/j/Jiang:Hsinyi
W. Eric Wong	http://dblp.uni-trier.de/pers/hd/w/Wong:W=_Eric
John Plaice	http://dblp.uni-trier.de/pers/hd/p/Plaice:John
Saeko Matsuura	http://dblp.uni-trier.de/pers/hd/m/Matsuura:Saeko
William Cheng-Chung Chu	http://dblp.uni-trier.de/pers/hd/c/Chu:William_Cheng=Chung
Nancy R. Mead	http://dblp.uni-trier.de/pers/hd/m/Mead:Nancy_R=
Bo Jiang	http://dblp.uni-trier.de/pers/hd/j/Jiang:Bo
Hojun Jaygarl	http://dblp.uni-trier.de/pers/hd/j/Jaygarl:Hojun
Jun-Jang Jeng	http://dblp.uni-trier.de/pers/hd/j/Jeng:Jun=Jang
Xia Cui	http://dblp.uni-trier.de/pers/hd/c/Cui:Xia
Tsong Yueh Chen	http://dblp.uni-trier.de/pers/hd/c/Chen:Tsong_Yueh
Wei-Tek Tsai	http://dblp.uni-trier.de/pers/hd/t/Tsai:Wei=Tek
Hiroshi Yamamoto	http://dblp.uni-trier.de/pers/hd/y/Yamamoto:Hiroshi
Minghui Zhou	http://dblp.uni-trier.de/pers/hd/z/Zhou:Minghui
Katsuyuki Yamazaki	http://dblp.uni-trier.de/pers/hd/y/Yamazaki:Katsuyuki
Thomas Weigert	http://dblp.uni-trier.de/pers/hd/w/Weigert:Thomas
Zhiyi Ma	http://dblp.uni-trier.de/pers/hd/m/Ma:Zhiyi
Qing Wang	http://dblp.uni-trier.de/pers/hd/w/Wang:Qing
Chih-Hung Chang	http://dblp.uni-trier.de/pers/hd/c/Chang:Chih=Hung
Dazhi Huang	http://dblp.uni-trier.de/pers/hd/h/Huang:Dazhi
Wei Wang	http://dblp.uni-trier.de/pers/hd/w/Wang_0049:Wei
Tadashi Dohi	http://dblp.uni-trier.de/pers/hd/d/Dohi:Tadashi
Jinchun Xia	http://dblp.uni-trier.de/pers/hd/x/Xia:Jinchun
Doo-Hwan Bae	http://dblp.uni-trier.de/pers/hd/b/Bae:Doo=Hwan
Giuseppe Lami	http://dblp.uni-trier.de/pers/hd/l/Lami:Giuseppe
Mourad Oussalah	http://dblp.uni-trier.de/pers/hd/o/Oussalah:Mourad
Duygu &#199;elik	http://dblp.uni-trier.de/pers/hd/=/=Ccedil=elik:Duygu
Farokh B. Bastani	http://dblp.uni-trier.de/pers/hd/b/Bastani:Farokh_B=
Scott D. Miller	http://dblp.uni-trier.de/pers/hd/m/Miller:Scott_D=
Mario Fusani	http://dblp.uni-trier.de/pers/hd/f/Fusani:Mario
I-Ling Yen	http://dblp.uni-trier.de/pers/hd/y/Yen:I=Ling
Tao Huang	http://dblp.uni-trier.de/pers/hd/h/Huang:Tao
Junichi Suzuki	http://dblp.uni-trier.de/pers/hd/s/Suzuki:Junichi
Hai Hu	http://dblp.uni-trier.de/pers/hd/h/Hu:Hai
Weizhong Shao	http://dblp.uni-trier.de/pers/hd/s/Shao:Weizhong
Mohammad Tanviruzzaman	http://dblp.uni-trier.de/pers/hd/t/Tanviruzzaman:Mohammad
Leila Jemni Ben Ayed	http://dblp.uni-trier.de/pers/hd/a/Ayed:Leila_Jemni_Ben
Fabrizio Fabbrini	http://dblp.uni-trier.de/pers/hd/f/Fabbrini:Fabrizio
Supratik Mukhopadhyay	http://dblp.uni-trier.de/pers/hd/m/Mukhopadhyay:Supratik
Chang-Hai Jiang	http://dblp.uni-trier.de/pers/hd/j/Jiang:Chang=Hai
Sungwon Kang	http://dblp.uni-trier.de/pers/hd/k/Kang:Sungwon
Jerry Gao	http://dblp.uni-trier.de/pers/hd/g/Gao:Jerry
Yong Zhang	http://dblp.uni-trier.de/pers/hd/z/Zhang:Yong
Philipp Nenninger	http://dblp.uni-trier.de/pers/hd/n/Nenninger:Philipp
Peter J. Clarke	http://dblp.uni-trier.de/pers/hd/c/Clarke:Peter_J=
Chang-ai Sun	http://dblp.uni-trier.de/pers/hd/s/Sun:Chang=ai
Fei Xie	http://dblp.uni-trier.de/pers/hd/x/Xie:Fei
Wei Zhang	http://dblp.uni-trier.de/pers/hd/z/Zhang:Wei
Yanchun Sun	http://dblp.uni-trier.de/pers/hd/s/Sun:Yanchun
Rubing Huang	http://dblp.uni-trier.de/pers/hd/h/Huang:Rubing
Venkata Krishna Suhas Nerella	http://dblp.uni-trier.de/pers/hd/n/Nerella:Venkata_Krishna_Suhas
Gail-Joon Ahn	http://dblp.uni-trier.de/pers/hd/a/Ahn:Gail=Joon
Hen-I Yang	http://dblp.uni-trier.de/pers/hd/y/Yang:Hen=I
Mehmet A. Orgun	http://dblp.uni-trier.de/pers/hd/o/Orgun:Mehmet_A=
Liwei Shen	http://dblp.uni-trier.de/pers/hd/s/Shen:Liwei
Yaodong Li	http://dblp.uni-trier.de/pers/hd/l/Li:Yaodong
Chia-Hung Lin	http://dblp.uni-trier.de/pers/hd/l/Lin:Chia=Hung
Jingsha He	http://dblp.uni-trier.de/pers/hd/h/He:Jingsha
Takao Miura	http://dblp.uni-trier.de/pers/hd/m/Miura:Takao
Sanjay Kumar Madria	http://dblp.uni-trier.de/pers/hd/m/Madria:Sanjay_Kumar
Philippe Charland	http://dblp.uni-trier.de/pers/hd/c/Charland:Philippe
Toru Kobayashi	http://dblp.uni-trier.de/pers/hd/k/Kobayashi:Toru
Colette Rolland	http://dblp.uni-trier.de/pers/hd/r/Rolland:Colette
